Comment.id|Post.id
10490|1000
10500|1000
10520|1020
10530|1020
10540|1020
10560|1020
10690|1030
10700|1030
10710|1030
10720|1030
10820|1040
10830|1040
10840|1040
10970|1050
10980|1050
11000|1050
11020|1050
11060|1060
11070|1060
11080|1060
11100|1060
11160|1070
11170|1070
11200|1080
11210|1080
11220|1080
11260|1090
11270|1090
11280|1090
11290|1100
11300|1100
11310|1100
11340|1100
11410|1100
11430|1100
11440|1110
11450|1110
11500|1110
11630|1120
11640|1120
11800|1130
11810|1130
11820|1130
11830|1130
11900|1140
11910|1140
11970|1150
11980|1150
12000|1150
12050|1150
12060|1150
12080|1160
12090|1170
12100|1170
12130|1170
12170|1180
12180|1180
12200|1180
12220|1180
12260|1190
12270|1190
12280|1190
12300|1190
12330|1200
12340|1210
12350|1210
12360|1210
12370|1210
12490|1220
12500|1220
12520|1230
12530|1230
12590|1230
12600|1230
12620|1230
12660|1240
12670|1250
12680|1250
12720|1260
12730|1260
12750|1270
12760|1270
12770|1270
12790|1270
12800|1280
12810|1290
12820|1290
12830|1290
12840|1290
12910|1290
12950|1300
12960|1300
13020|1310
13030|1310
13090|1320
13100|1320
13110|1320
13160|1320
13170|1320
13210|1330
13220|1330
13250|1330
13270|1330
13280|1330
13390|1340
13400|1340
13410|1340
13420|1340
13430|1340
13470|1350
13480|1350
13490|1350
13500|1350
13520|1350
13540|1350
13610|1360
13620|1360
13650|1360
13660|1360
13760|1370
13770|1370
13780|1370
13870|1380
13880|1380
14010|1380
14020|1390
14030|1390
14050|1390
14070|1390
14120|1400
14130|1400
14140|1400
14260|1410
14270|1410
14320|1420
14330|1420
14380|1420
14510|1430
14520|1430
14530|1430
14540|1430
14590|1430
14670|1440
14680|1440
14690|1440
14700|1440
14720|1440
14760|1450
14770|1450
14780|1450
14840|1470
14850|1470
14860|1480
14870|1480
14890|1480
14990|1490
15000|1490
15010|1490
15020|1500
15030|1500
15040|1500
15080|1500
15110|1510
15120|1510
15130|1510
15140|1520
15150|1520
15170|1520
15190|1520
15210|1520
15310|1530
15320|1530
15340|1540
15350|1540
15380|1540
15390|1540
15400|1540
15470|1540
15480|1550
15490|1550
15550|1560
15560|1560
15570|1560
15580|1560
15650|1560
15670|1570
15680|1570
15690|1570
15700|1570
15760|1570
15780|1580
15790|1580
15810|1580
15820|1580
15830|1590
15840|1590
15850|1590
15860|1590
15870|1600
15880|1600
15890|1600
15920|1610
15930|1620
15940|1620
15950|1630
15960|1630
15970|1630
16100|1640
16110|1640
16150|1640
16160|1640
16200|1640
16250|1650
16260|1650
16290|1650
16320|1660
16330|1660
16340|1660
16370|1660
16400|1660
16420|1660
16490|1660
16500|1670
16510|1670
16520|1680
16530|1680
16540|1680
16550|1680
16560|1690
16570|1690
16580|1690
16590|1690
16600|1690
16630|1690
16710|1700
16720|1700
16740|1700
16770|1700
16870|1710
16880|1710
16890|1710
16910|1710
17060|1720
17070|1730
17080|1730
17090|1730
17170|1730
17250|1740
17260|1740
17270|1740
17280|1740
17290|1740
17310|1740
17360|1740
17440|1750
17450|1750
17460|1750
17470|1760
17480|1760
17490|1760
17500|1760
17580|1760
17590|1760
17660|1770
17670|1770
17680|1770
17690|1770
17750|1770
17770|1770
17790|1780
17800|1780
17810|1780
17860|1780
17870|1780
17890|1780
17910|1780
17960|1790
17970|1790
17980|1790
18030|1790
18050|1790
18080|1800
18090|1800
18100|1800
18110|1810
18120|1810
18150|1810
18260|1810
18270|1820
18280|1820
18290|1830
18300|1830
18310|1830
18330|1840
18340|1840
18370|1840
18380|1840
18440|1840
18500|1850
18510|1850
18530|1850
18580|1850
18610|1850
18660|1860
18670|1860
18710|1860
18750|1860
18840|1870
18850|1870
18860|1870
18900|1870
18920|1870
18940|1870
19000|1880
19010|1880
19020|1880
19030|1890
19040|1910
19050|1910
19090|1910
19150|1910
19220|1920
19230|1920
19270|1920
19330|1930
19340|1930
19360|1930
19370|1930
19380|1940
19390|1940
19400|1940
19430|1940
19450|1940
19480|1950
19490|1950
19520|1960
19530|1960
19540|1960
19560|1960
19710|1970
19720|1980
19730|1980
19740|1980
19780|1990
19790|1990
19840|2000
19850|2000
19950|2000
19960|2010
19970|2010
19980|2020
19990|2020
20010|2020
20090|2020
20140|2020
20170|2030
20180|2030
20190|2040
20200|2040
20210|2040
20240|2040
20300|2040
20320|2050
20330|2050
20350|2050
20430|2060
20440|2060
20450|2060
20460|2060
20480|2060
20620|2070
20630|2070
20640|2080
20650|2080
20660|2080
20690|2090
20700|2090
20710|2090
20720|2090
20730|2090
20780|2100
20790|2100
20800|2100
20830|2100
20920|2110
20930|2110
21100|2120
21110|2130
21120|2130
21130|2130
21140|2140
21150|2140
21180|2140
21200|2140
21250|2150
21260|2150
21280|2150
21290|2160
21300|2160
21330|2160
21340|2170
21350|2170
21360|2170
21370|2170
21380|2170
21440|2170
21480|2170
21510|2180
21520|2180
21530|2180
21540|2180
21550|2180
21590|2180
21650|2190
21660|2190
21670|2190
21680|2190
21700|2190
21790|2200
21800|2200
21810|2200
21830|2200
21840|2200
21850|2200
21890|2200
21980|2210
21990|2220
22000|2230
22010|2230
22040|2230
22080|2230
22090|2230
22110|2240
22120|2240
22140|2240
22160|2250
22170|2250
22180|2250
22270|2260
22280|2260
22300|2260
22350|2270
22360|2270
22370|2270
22380|2270
22440|2270
22500|2280
22510|2280
22530|2280
22580|2290
22590|2290
22680|2300
22690|2300
22700|2300
22770|2310
22780|2310
22790|2310
22800|2310
22820|2310
22830|2320
22840|2320
22920|2330
22930|2330
22940|2330
23100|2340
23110|2340
23130|2340
23140|2340
23200|2350
23210|2350
23230|2350
23280|2350
23310|2350
23350|2360
23360|2360
23380|2360
23400|2360
23430|2370
23440|2370
23450|2370
23500|2370
23510|2380
23520|2380
23540|2380
23650|2390
23660|2390
23680|2390
23770|2390
23790|2400
23800|2400
23820|2400
23850|2400
23880|2410
23890|2410
23920|2420
23930|2420
23940|2420
24030|2430
24040|2430
24070|2430
24090|2430
24110|2430
24140|2440
24150|2440
24240|2440
24250|2450
24260|2450
24280|2460
24290|2460
24440|2470
24450|2470
24480|2470
24530|2480
24540|2480
24560|2480
24570|2480
24610|2490
24620|2490
24660|2490
24670|2490
24680|2500
24690|2500
24700|2500
24710|2500
24740|2500
24800|2520
24810|2520
24830|2540
24840|2540
24850|2540
24900|2540
24940|2550
24950|2550
24960|2550
25090|2560
25100|2560
25160|2560
25170|2570
25180|2570
25240|2570
25260|2580
25270|2580
25280|2580
25300|2580
25320|2580
25350|2590
25360|2590
25380|2590
25410|2590
25420|2600
25430|2600
25460|2600
25520|2610
25530|2610
25710|2620
25720|2620
25750|2620
25760|2620
25810|2620
25890|2630
25900|2630
25910|2630
26060|2650
26070|2660
26080|2660
26090|2660
26190|2670
26200|2670
26210|2670
26220|2670
26280|2670
26290|2670
26300|2670
26310|2670
26340|2680
26350|2680
26360|2690
26370|2690
26380|2690
26490|2700
26500|2700
26510|2700
26520|2700
26570|2700
26590|2700
26630|2700
26640|2700
26650|2710
26660|2710
26710|2710
26800|2720
26810|2720
26820|2720
26840|2720
26880|2730
26890|2730
26920|2730
26940|2730
26960|2730
27020|2730
27050|2730
27070|2750
27080|2750
27090|2750
27140|2750
27260|2760
27270|2760
27280|2760
27290|2760
27300|2760
27310|2760
27330|2770
27340|2770
27350|2770
27400|2770
27420|2780
27430|2780
27460|2780
27470|2780
27480|2780
27560|2790
27570|2790
27580|2790
27610|2790
27630|2790
27690|2800
27700|2800
27720|2800
27730|2800
27770|2800
27840|2820
27850|2820
27860|2830
27870|2830
27880|2840
27890|2840
27900|2840
27910|2850
27920|2850
27930|2850
27960|2850
27980|2850
28010|2860
28020|2860
28030|2860
28040|2870
28050|2870
28060|2890
28070|2890
28100|2890
28180|2900
28190|2900
28210|2900
28220|2900
28250|2900
28340|2910
28350|2910
28360|2910
28380|2910
28470|2920
28480|2920
28490|2920
28540|2920
28570|2930
28580|2930
28760|2940
28770|2940
28780|2940
28790|2940
28840|2940
28890|2940
28900|2950
28910|2950
28930|2950
28950|2950
28960|2950
29020|2950
29030|2960
29040|2960
29080|2960
29150|2960
29190|2970
29200|2970
29290|2980
29300|2980
29380|2980
29450|2990
29460|3000
29470|3000
29480|3000
29530|3000
29540|3000
29550|3000
29630|3010
29640|3010
29680|3010
29690|3010
29700|3010
29730|3010
29750|3020
29760|3020
29770|3020
29780|3020
29810|3020
29850|3030
29860|3030
29940|3040
29950|3040
29960|3040
29980|3040
30030|3050
30040|3050
30050|3050
30060|3050
30190|3060
30200|3060
30240|3070
30250|3070
30260|3070
30360|3070
30430|3080
30440|3080
30560|3080
30570|3080
30580|3090
30590|3090
30650|3090
30660|3090
30710|3100
30720|3110
30730|3110
30740|3120
30750|3120
30760|3130
30770|3130
30800|3130
30840|3130
30880|3130
30900|3140
30910|3140
30920|3140
30940|3140
30960|3150
30970|3150
31000|3150
31050|3160
31060|3160
31070|3160
31200|3170
31210|3170
31220|3180
31230|3180
31240|3180
31250|3180
31280|3180
31300|3190
31310|3190
31320|3190
31360|3190
31460|3200
31470|3200
31500|3210
31510|3210
31530|3210
31550|3220
31560|3220
31580|3220
31590|3230
31600|3230
31610|3230
31620|3230
31640|3230
31710|3230
31750|3240
31760|3240
31780|3240
31810|3240
31820|3250
31830|3250
31840|3250
31850|3270
31860|3270
31880|3270
31910|3270
31940|3270
32020|3280
32030|3280
32070|3280
32210|3290
32220|3290
32260|3310
32270|3310
32280|3310
32320|3320
32330|3320
32490|3320
32510|3330
32520|3330
32530|3330
32540|3330
32550|3330
32580|3340
32590|3340
32700|3350
32710|3350
32720|3350
32770|3360
32780|3360
32790|3370
32800|3380
32810|3380
32820|3380
32850|3380
32980|3390
32990|3390
33000|3390
33030|3390
33040|3400
33050|3400
33070|3400
33080|3400
33090|3400
33220|3410
33230|3410
33240|3420
33250|3420
33260|3420
33270|3420
33370|3420
33400|3430
33410|3430
33420|3430
33430|3430
33450|3440
33460|3440
33470|3440
33510|3440
33600|3440
33620|3450
33630|3450
33650|3460
33660|3460
33670|3460
33680|3460
33720|3470
33730|3470
33740|3470
33750|3470
33800|3480
33810|3480
33870|3490
33880|3490
33890|3490
33940|3490
33960|3500
33970|3500
33990|3500
34150|3510
34160|3510
34170|3510
34200|3520
34210|3520
34230|3520
34380|3530
34390|3530
34400|3530
34410|3530
34440|3530
34450|3540
34460|3540
34470|3540
34490|3540
34500|3540
34520|3550
34530|3550
34540|3550
34560|3560
34570|3560
34590|3560
34600|3560
34610|3570
34620|3570
34630|3580
34640|3580
34660|3580
34680|3590
34690|3590
34700|3590
34710|3590
34720|3590
34750|3590
34800|3600
34810|3600
34990|3610
35000|3610
35010|3610
35080|3610
35170|3620
35180|3620
35190|3620
35280|3630
35290|3630
35300|3630
35450|3640
35460|3640
35500|3640
35570|3650
35580|3650
35630|3660
35640|3660
35650|3660
35760|3670
35770|3670
35780|3670
35800|3670
35820|3670
35870|3680
35880|3680
35900|3680
35920|3690
35930|3690
35950|3690
36050|3700
36060|3700
36080|3710
36090|3710
36120|3710
36210|3720
36220|3720
36240|3720
36280|3720
36340|3730
36350|3730
36370|3730
36500|3730
36510|3740
36520|3740
36530|3740
36540|3740
36570|3740
36630|3750
36640|3750
36660|3750
36710|3750
36740|3750
36770|3760
36780|3760
36790|3760
36830|3760
36850|3760
36870|3760
36930|3770
36940|3780
36950|3780
36960|3780
37110|3790
37120|3790
37170|3790
37190|3800
37200|3800
37210|3800
37230|3810
37240|3810
37280|3810
37290|3820
37300|3820
37360|3830
37370|3830
37380|3830
37400|3840
37410|3840
37440|3850
37450|3850
37490|3850
37580|3860
37590|3860
37600|3860
37610|3870
37620|3870
37630|3870
37660|3870
37670|3870
37750|3880
37760|3880
37790|3880
37920|3890
37930|3890
37940|3900
37950|3900
37960|3900
37970|3900
38000|3900
38070|3910
38080|3910
38090|3910
38100|3910
38170|3910
38230|3920
38240|3930
38250|3930
38260|3930
38340|3940
38350|3940
38360|3940
38430|3950
38440|3950
38450|3950
38500|3950
38530|3950
38610|3960
38620|3960
38630|3970
38640|3970
38680|3970
38700|3980
38710|3980
38720|3980
38750|3980
38830|3980
38840|3980
38880|3990
38890|3990
38910|3990
39030|4000
39040|4000
39050|4000
39060|4850
39070|4850
39090|4850
39180|4860
39190|4860
39210|4860
39260|4870
39270|4870
39410|4880
39420|4880
39450|4880
39510|4890
39520|4890
39530|4900
39540|4900
39560|4900
39650|4910
39660|4930
39670|4930
39690|4930
39850|4940
39860|4940
39870|4940
40000|4950
40010|4950
40020|4950
40030|4950
40040|4960
40050|4960
40060|4960
40160|4960
40210|4970
40220|4970
40230|4970
40250|4970
40350|4980
40360|4980
40370|4980
40390|4980
40410|4980
40480|4990
40490|4990
40500|4990
40530|4990
40540|4990
40670|5000
40680|5000
40820|5010
40830|5010
40840|5020
40850|5020
40860|5030
40870|5030
40880|5030
40940|5030
41010|5030
41040|5040
41050|5040
41060|5040
41070|5040
41080|5040
41090|5060
41100|5060
41110|5060
41160|5060
41200|5070
41210|5070
41220|5070
41230|5070
41290|5070
41310|5080
41320|5080
41330|5080
41340|5080
41380|5080
41440|5090
41450|5090
41470|5100
41480|5100
41490|5110
41500|5110
41530|5110
41590|5120
41600|5120
41610|5120
41620|5120
41630|5120
41640|5120
41660|5130
41670|5130
41680|5130
41700|5140
41710|5140
41720|5150
41730|5150
41750|5150
41780|5150
41890|5160
41900|5160
41910|5160
41930|5170
41940|5170
41950|5170
41960|5170
41990|5180
42000|5180
42010|5180
42020|5180
42040|5180
42070|5180
42120|5190
42130|5190
42250|5200
42260|5200
42270|5200
42290|5200
42360|5220
42370|5220
42410|5230
42420|5230
42430|5230
42440|5230
42480|5230
42490|5230
42590|5920
42600|5920
42620|5920
42660|5920
42710|5930
42720|5930
42750|5930
42840|5940
42850|5940
42950|5940
43030|5950
43040|5950
43080|5950
43120|5960
43130|5960
43150|5960
43190|5970
43200|5970
43210|5970
43220|5970
43320|5980
43330|5980
43370|5990
43380|5990
43390|5990
43400|5990
43410|6000
43420|6000
43440|6850
43450|6850
43460|6850
43470|6850
43480|6860
43490|6860
43510|6860
43630|6870
43640|6870
43650|6890
43660|6890
43670|6890
43760|6900
43770|6900
43780|6900
43790|6900
43870|6910
43880|6910
43900|6910
43950|6910
44010|6920
44020|6920
44070|6930
44080|6930
44090|6930
44140|6930
44220|6940
44230|6940
44280|6940
44390|6950
44400|6950
44410|6950
44470|6960
44480|6960
44500|6960
44610|6970
44620|6970
44630|6970
44640|6970
44680|6970
44720|6970
44780|6980
44790|6980
44810|6980
44820|6980
44860|6980
44920|6990
44930|6990
44940|6990
44950|6990
44960|6990
45110|7000
45120|7000
45160|7000
45190|7010
45200|7010
45210|7010
45220|7010
45230|7010
45270|7020
45280|7020
45290|7020
45300|7030
45310|7030
45320|7030
45350|7040
45360|7040
45380|7040
45400|7040
45420|7050
45430|7050
45470|7050
45530|7050
45540|7060
45550|7060
45630|7060
45680|7070
45690|7070
45720|7080
45730|7080
45750|7080
45760|7080
45780|7090
45790|7090
45800|7090
45810|7090
45820|7100
45830|7100
45840|7100
45940|7110
45950|7110
46070|7120
46080|7120
46090|7120
46120|7120
46130|7120
46210|7120
46230|7130
46240|7130
46260|7140
46270|7140
46280|7150
46290|7150
46300|7150
46330|7160
46340|7160
46350|7160
46410|7160
46480|7170
46490|7170
46500|7170
46520|7170
46540|7170
46560|7170
46600|7170
46620|7180
46630|7180
46640|7180
46720|7180
46770|7180
46800|7200
46810|7200
46820|7200
46870|7210
46880|7210
46890|7210
46900|7210
46930|7210
46970|7210
47050|7220
47060|7220
47070|7230
47080|7230
47090|7230
47200|7230
47250|7240
47260|7240
47340|7250
47350|7250
47390|7260
47400|7260
47410|7260
47430|7260
47460|7260
47510|7270
47520|7270
47530|7270
47590|7270
47630|7270
47670|7280
47680|7280
47710|7280
47730|7280
47760|7280
47790|7280
47800|7280
47820|7290
47830|7290
47880|7290
47920|7290
47940|7300
47950|7310
47960|7310
47970|7310
48000|7310
48020|7320
48030|7320
48050|7320
48110|7320
48160|7340
48170|7340
48190|7340
48200|7340
48240|7350
48250|7350
48270|7350
48310|7350
48420|7360
48430|7360
48440|7360
48450|7360
48550|7360
48570|7370
48580|7370
48590|7370
48660|7370
48670|7380
48680|7380
48690|7380
48710|7390
48720|7390
48730|7390
48740|7390
48750|7390
48820|7390
48840|7410
48850|7410
48920|7410
48980|7420
48990|7420
49000|7420
49020|7420
49030|7420
49040|7430
49050|7430
49060|7430
49150|7440
49160|7440
49180|7440
49210|7440
49250|7450
49260|7450
49360|7460
49370|7460
49440|7480
49450|7480
49480|7490
49490|7490
49500|7490
49540|7490
49550|7490
49560|7490
49580|7500
49590|7500
49640|7500
49680|7520
49690|7520
49720|7520
49760|7530
49770|7530
49790|7530
49800|7680
49810|7680
49830|7680
49840|7690
49850|7690
49870|7690
49930|7700
49940|7700
49950|7710
49960|7710
49980|7710
49990|7710
50000|7720
50010|7720
50070|7720
50140|7730
50150|7730
50160|7730
50170|7740
50180|7740
50190|7740
50200|7750
50210|7750
50220|7750
50240|7750
50250|7750
50260|7750
50390|7760
50400|7760
50420|7760
50430|7760
50440|7760
50470|7770
50480|7770
50500|7770
50550|7770
50620|10290
50630|10290
50640|10290
50690|10290
50700|10290
50720|10290
50730|10300
50740|10300
50750|10300
50810|10310
50820|10310
50860|10310
50940|10320
50950|10320
50960|10320
50970|10320
50990|10320
51030|10330
51040|10330
51050|10340
51060|10340
51080|10340
51090|10340
51100|10350
51110|10350
51140|10350
51210|10350
51270|10350
51280|10360
51290|10360
51300|10360
51310|10370
51320|10370
51340|10370
51350|10370
51360|10380
51370|10380
51380|10380
51400|10380
51420|10380
51530|10390
51540|10390
51550|10390
51560|10390
51570|10390
51580|10400
51590|10400
51600|10400
51620|10400
51640|10400
51670|10400
51700|10410
51710|10420
51720|10420
51730|10420
51740|10420
51780|10420
51810|10430
51820|10430
51830|10430
51890|10440
51900|10440
51910|10440
51920|10440
51960|10440
51990|10440
52030|10450
52040|10450
52050|10450
52080|10450
52170|10460
52180|10460
52200|10460
52230|10460
52260|10460
52310|10470
52320|10480
52330|10480
52410|10490
52420|10490
52430|10490
52450|10490
52470|10500
52480|10500
52500|10500
52640|10530
52650|10540
52660|10540
52670|10540
52820|10540
52840|10550
52850|10550
52860|10550
52880|10550
52910|10550
52950|10560
52960|10560
52970|10560
52980|10560
53000|10570
53010|10570
53030|10570
53060|10570
53070|10570
53080|10570
53130|10580
53140|10580
53150|10580
53170|10580
53180|10580
53190|10590
53200|10590
53210|10600
53220|10600
53240|10600
53260|10600
53280|10600
53330|10610
53340|10610
53380|10610
53480|10620
53490|10620
53500|10620
53510|10630
53520|10630
53530|10630
53570|10640
53580|10640
53610|10650
53620|10650
53630|10650
53650|10660
53660|10660
53670|10660
53680|10660
53700|10660
53710|10670
53720|10670
53750|10670
53760|10680
53770|10680
53810|10680
53920|10690
53930|10690
53940|10690
53950|10700
53960|10700
54020|10710
54030|10710
54040|10710
54170|10710
54190|10720
54200|10720
54220|10730
54230|10730
54240|10730
54290|10740
54300|10740
54340|10740
54350|10740
54360|10750
54370|10750
54400|10750
54420|10760
54430|10760
54450|10760
54500|10760
54590|10760
54610|10770
54620|10770
54630|10770
54780|10780
54790|10780
54800|10780
54820|10780
54860|10780
54870|10780
54900|10780
54910|10780
54940|10790
54950|10790
54960|10800
54970|10800
55070|10810
55080|10820
55090|10820
55100|10820
55130|10820
55160|10820
55180|10830
55190|10830
55200|10830
55230|10830
55250|10830
55340|10830
55360|10840
55370|10840
55380|10840
55420|10850
55430|10850
55440|10850
55490|10850
55560|10860
55570|10860
55600|10860
55620|10860
55680|10870
55690|10870
55700|10870
55750|10870
55790|10880
55800|10880
55810|10880
55820|10880
55910|10890
55920|10890
55930|10890
55940|10890
55990|10890
56040|10900
56050|10900
56060|10900
56150|10910
56160|10910
56170|10910
56230|10920
56240|10920
56250|10920
56280|10920
56370|10930
56380|10930
56400|10930
56430|10940
56440|10940
56450|10940
56470|10940
56490|10940
56520|10950
56530|10950
56550|10950
56600|10960
56610|10960
56620|10960
56640|10960
56690|10960
56700|10960
56750|10970
56760|10970
56770|10970
56900|10970
56920|10980
56930|10980
56940|10980
56990|10980
57000|10980
57050|11000
57060|11000
57070|11000
57230|11010
57240|11010
57250|11010
57260|11010
57310|11020
57320|11020
57340|11020
57350|11020
57450|11030
57460|11030
57470|11040
57480|11040
57500|11040
57520|11050
57530|11050
57540|11060
57550|11060
57560|11060
57570|11060
57580|11060
57600|11060
57640|11060
57660|11060
57690|11070
57700|11070
57710|11070
57780|11080
57790|11080
57800|11080
57860|11080
57930|11090
57940|11090
58020|11100
58030|11100
58040|11100
58090|11110
58100|11110
58110|11110
58140|11120
58150|11120
58160|11120
58210|11130
58220|11130
58230|11130
58250|11130
58380|11140
58390|11140
58450|11150
58460|11150
58480|11150
58500|11150
58520|11160
58530|11160
58550|11160
58610|11170
58620|11170
58630|11170
58650|11180
58660|11180
58670|11190
58680|11190
58700|11190
58730|11200
58740|11200
58920|11210
58930|11210
58940|11210
58950|11210
58970|11210
58990|11220
59000|11220
59010|11220
59020|11220
59030|11230
59040|11230
59170|11240
59180|11240
59200|11240
59210|11240
59240|11240
59300|11250
59310|11250
59320|11250
59330|11250
59400|11250
59440|11250
59450|11260
59460|11260
59480|11260
59550|11260
59580|11260
59590|11270
59600|11270
59610|11270
59640|11280
59650|11280
59660|11280
59730|11290
59740|11290
59750|11290
59760|11290
59790|11300
59800|11300
59830|11300
59840|11310
59850|11310
59960|11320
59970|11320
59980|11330
59990|11330
60000|11330
60010|11330
60110|11340
60120|11350
60130|11350
60160|11350
60170|11350
60200|11360
60210|11360
60240|11370
60250|11370
60260|11370
60270|11370
60290|11370
60310|11370
60370|11380
60380|11380
60400|11380
60450|11380
60510|11390
60520|11390
60570|11390
60610|11400
60620|11400
60670|11410
60680|11430
60690|11430
60700|11440
60710|11440
60770|11440
60790|11440
60820|11450
60830|11450
60840|11450
60930|11460
60940|11460
60950|11460
61010|11470
61020|11470
61030|11470
61080|11480
61090|11480
61100|11480
61120|11490
61130|11490
61170|11490
61230|11490
61240|11490
61250|11500
61260|11500
61310|11500
61360|11500
61440|11510
61450|11510
61460|11510
61480|11520
61490|11520
61520|11520
61530|11520
61580|11520
61630|11540
61640|11550
61650|11550
61660|11550
61690|11550
61710|11570
61720|11570
61830|11580
61840|11580
61860|11590
61870|11590
61900|11590
61970|11600
61980|11600
62040|11600
62070|11610
62080|11610
62090|11610
62120|11610
62220|11610
62250|11620
62260|11620
62280|11620
62290|11620
62360|11630
62370|11630
62380|11630
62410|11640
62420|11640
62430|11640
62470|11640
62500|11650
62510|11650
62530|11650
62590|11660
62600|11660
62610|11660
62640|11660
62700|11660
62720|11670
62730|11670
62820|11670
62830|11680
62840|11680
62880|11680
62910|11680
63020|11690
63030|11690
63040|11690
63100|11700
63110|11700
63160|11700
63220|11700
63290|11720
63300|11720
63350|11720
63380|11720
63450|11720
63480|11730
63490|11730
63500|11730
63510|11730
63540|11730
63550|11740
63560|11750
63570|11750
63610|11750
63650|11760
63660|11760
63670|11770
63680|11770
63690|11770
63700|11770
63720|11770
63770|11770
63850|11780
63860|11780
63870|11780
63970|11790
63980|11800
63990|11800
64040|11800
64060|11800
64140|11800
64170|11810
64180|11810
64210|11810
64250|11810
64280|11820
64290|11820
64300|11820
64340|11830
64350|11830
64360|11830
64380|11830
64390|11840
64400|11840
64410|11840
64420|11840
64430|11840
64450|11840
64490|11850
64500|11850
64640|11860
64650|11860
64660|11860
64670|11860
64690|11860
64700|11860
64750|11870
64760|11870
64780|11880
64790|11880
64830|11890
64840|11890
64860|11890
64990|11890
65020|11900
65030|11900
65050|11900
65110|11900
65120|11910
65130|11910
65140|11910
65150|11910
65170|11910
65190|11910
65200|11910
65240|11920
65250|11920
65270|11930
65280|11930
65290|11930
65320|11940
65330|11940
65360|11940
65440|11940
65460|11950
65470|11950
65480|11950
65490|11950
65500|11950
65640|11960
65650|11960
